Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
56	812.97546	515.5266	1546.515	5.7788277	1486.3494	0.0	1486.3494	1486.3494	200.0	200.0	559999	213.17004	380.97635	1070.4402	-2394.8667	213.16652	380.95657	1075.588	-2505.9475	3.5296836	3.292461	47.264584	-13.421437	-211.89403	1176.4348	23034.679327964783
57	870.24646	540.4116	1557.8987	7.2365694	15.947035	0.0	15.947035	15.947035	200.0	200.0	569999	224.73128	391.38235	1061.8605	-2524.6377	224.72441	391.36343	1042.2875	-2635.751	3.4641182	3.279394	37.32181	-13.52403	-223.32887	1231.1151	23388.885540008545
58	407.28473	540.55273	1413.9413	8.522298	58.069324	0.0	58.069324	58.069324	200.0	200.0	579999	231.6021	397.24307	1063.9146	-2590.5767	231.60349	397.21347	1086.4099	-2648.3164	3.6035764	3.34105	49.299686	-11.956175	-230.24664	1278.4984	23736.515783548355
59	343.3902	502.43314	1535.9768	17.064758	1214.9781	0.00012207031	1214.978	1214.978	200.0	200.0	589999	245.93228	405.48596	1057.053	-2661.8713	245.92953	405.46368	1057.9601	-2704.9565	3.6778398	3.3899484	40.938873	-14.345976	-244.57393	1310.462	24043.20616865158
60	372.29587	452.3237	1373.5669	11.591913	45.24778	0.0	45.24778	45.24778	200.0	200.0	599999	256.51898	409.11304	1190.4994	-2611.5354	256.51675	409.09207	1192.5636	-2680.491	3.6572118	3.413002	35.125088	-14.211996	-255.0838	1334.7977	24350.270930290222
61	261.64923	388.95663	1405.8691	10.208042	1164.5247	0.00012207031	1164.5248	1164.5248	200.0	200.0	609999	259.05804	411.286	1240.0532	-2555.3442	259.05713	411.2662	1246.3314	-2690.5637	3.6142266	3.3716602	39.373016	-14.052439	-257.55234	1339.8022	24727.313262701035
62	610.8578	502.66528	1454.5955	10.404116	8.38241	0.0	8.38241	8.38241	200.0	200.0	619999	258.7005	412.515	1203.6466	-2698.2761	258.69363	412.50757	1216.6064	-2828.726	3.6002865	3.3621473	47.170326	-11.629942	-257.0201	1326.0024	25111.460749149323
63	1072.5171	500.74188	1564.1133	4.7518616	8.191498	0.0	8.191498	8.191498	200.0	200.0	629999	254.80992	411.60468	1248.9935	-2854.1418	254.79965	411.59918	1219.4537	-2924.8232	3.6187947	3.3341067	40.546543	-15.243263	-252.99875	1371.2462	25461.38789010048
64	67.498856	286.32706	1507.0787	8.213345	9.275714	9.536743e-07	9.275715	9.275715	200.0	200.0	639999	260.95642	418.8382	1183.4519	-3109.7085	260.95096	418.8255	1187.872	-3268.7224	3.7369626	3.3955572	44.18317	-11.258034	-259.5558	1397.8643	25827.640790462494
65	10.653133	2.056759	17.024343	8.516616	9.880753	0.0	9.880753	9.880753	200.0	200.0	649999	272.8568	429.33447	1039.3303	-3175.2031	272.84735	429.3051	1049.9277	-3338.6006	3.9066443	3.4966958	39.993557	-12.194119	-272.29477	1512.0686	26187.160813570023
66	13.553622	4.4744177	30.067673	8.859643	12.411837	9.536743e-07	12.411838	12.411838	200.0	200.0	659999	278.22833	433.1557	1074.5146	-3429.1206	278.2266	433.13425	1066.8386	-3522.0508	3.9247594	3.455245	52.21621	-12.714815	-277.8932	1476.3339	26545.1949031353
67	13.053912	2.3355231	21.142561	9.219618	10.2090845	0.0	10.2090845	10.2090845	200.0	200.0	669999	270.5971	430.35165	1082.0972	-3517.7732	270.59015	430.33923	1108.1561	-3576.9001	3.7237089	3.3838236	43.26992	-13.188227	-269.5376	1432.0208	26902.501782894135
68	38.266617	151.33458	1097.0798	9.62236	12.309051	0.0	12.309051	12.309051	200.0	200.0	679999	268.87436	428.21747	1068.427	-3592.691	268.86954	428.18094	1051.8329	-3651.2437	3.6437826	3.4210188	48.948257	-12.21056	-267.2838	1427.3472	27260.001579523087
69	14.366261	3.7326949	28.50283	7.5016303	902.276	6.1035156e-05	902.27594	902.27594	200.0	200.0	689999	269.8894	428.10904	1092.2201	-3624.2295	269.8916	428.09305	1088.2472	-3583.477	3.6840913	3.3160887	39.29061	-12.095192	-268.57593	1428.5	27629.352813243866
70	43.992348	134.76993	880.55945	10.735717	13.4720125	9.536743e-07	13.472012	13.472012	200.0	200.0	699999	268.48947	427.2119	1089.6891	-3754.0437	268.4829	427.19284	1078.43	-3750.0974	3.7308054	3.3368638	56.926414	-12.643847	-267.41888	1408.8184	27959.429717302322
71	30.878592	94.047356	688.49316	12.127428	11.473581	0.0	11.473581	11.473581	200.0	200.0	709999	264.0351	419.81485	1066.6322	-3816.7034	264.03436	419.80536	1084.004	-3776.5107	3.6871066	3.382384	59.33735	-14.034227	-262.70245	1318.6564	28264.11400294304
