Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
47	14.191131	10.427237	61.87627	4.0887685	13.975039	10.700724	29.306824	4.1516123	200.0	200.0	469999	28.56256	55.310547	1155.4528	-476.19403	28.561136	55.329678	1168.505	-470.37772	-1.4426693	2.185918	34.068317	-13.034377	-28.603325	48.970146	6444.425468206406
48	43.628014	113.27374	698.48663	7.4264016	10.523412	2.0453033	15.05954	8.188721	200.0	200.0	479999	25.80035	56.552357	1107.1498	-562.2722	25.798828	56.552284	1115.6444	-565.9153	-1.4469923	2.193146	33.397633	-11.777424	-25.757746	53.193237	6573.7142498493195
49	47.521206	167.32141	1195.9906	4.3709164	8.799708	3.1953583	18.164005	6.7773795	200.0	200.0	489999	20.27697	57.639038	1282.0336	-672.1679	20.27601	57.652687	1301.7876	-658.5142	-1.4297578	2.0566907	33.1155	-10.882076	-20.164896	51.00995	6705.944897890091
50	32.541424	88.77827	601.4316	4.694144	8.549954	0.60247827	10.132704	7.874383	200.0	200.0	499999	15.434334	59.33007	1124.089	-759.94073	15.435139	59.34423	1082.2943	-795.2851	-1.4166837	2.0324426	34.855434	-11.537568	-15.305943	47.64648	6841.223324298859
51	15.257171	6.724049	30.153713	4.2136827	21.552298	10.156323	33.08805	6.509159	200.0	200.0	509999	14.094391	59.626266	1491.2083	-794.8063	14.095292	59.634884	1450.4744	-806.2447	-1.4376734	2.027316	35.75426	-13.074142	-13.997085	46.5999	6977.377855062485
52	16.756315	20.018663	148.02982	2.2784104	8.112765	1.3837168	12.089717	6.8356915	200.0	200.0	519999	13.990318	60.571945	1507.3878	-807.7795	13.990583	60.581947	1428.8467	-792.5233	-1.3790048	2.0953047	28.724358	-11.608917	-13.886119	49.06225	7118.146170377731
53	19.288122	26.655422	192.8003	7.5956793	11.336229	6.4668446	25.238195	4.588418	200.0	200.0	529999	16.146873	59.941902	1831.4442	-776.08185	16.146227	59.94667	1942.5981	-755.74	-1.313241	2.1115248	33.408974	-12.837465	-16.062006	57.46966	7251.855916500092
54	28.708454	83.17282	596.0534	5.343527	9.528873	1.9535747	12.918791	6.209517	200.0	200.0	539999	16.325987	62.833317	1811.2078	-729.9825	16.325386	62.83197	1796.7197	-897.8929	-1.3055487	2.127188	28.53454	-12.215333	-16.174988	64.38474	7382.286562919617
55	15.871849	14.08964	83.33263	3.2169626	9.70025	1.6844603	11.713213	5.6028237	200.0	200.0	549999	14.316553	65.83058	1092.6681	-770.3343	14.31639	65.835655	1121.8766	-825.76526	-1.2859232	2.2099576	30.46359	-14.331493	-14.165778	67.435074	7522.181066274643
56	34.632362	109.81663	795.1685	4.5794644	8.785537	1.8793705	13.780104	6.1135845	200.0	200.0	559999	12.496187	67.68712	1043.8525	-807.4042	12.497301	67.68094	956.7542	-855.80884	-1.2504134	2.1517818	30.227627	-13.3601265	-12.305031	63.429558	7656.539743185043
57	16.01916	8.609443	44.52775	6.389894	15.324702	16.767117	61.032795	5.912545	200.0	200.0	569999	10.780827	69.509834	706.1671	-911.2187	10.780362	69.521065	700.5525	-945.2485	-1.2916837	2.084699	32.890526	-11.771807	-10.558838	62.855545	7790.008723258972
58	15.072875	6.76122	38.946995	6.7031574	11.552061	3.4260156	17.03977	7.9965196	200.0	200.0	579999	8.360038	69.60637	764.28265	-962.75714	8.360487	69.60801	777.4715	-935.2526	-1.3559114	2.0487287	33.471405	-12.461205	-8.121057	58.048492	7925.451323270798
59	34.348675	126.10328	914.7005	5.9980764	16.176132	9.611007	34.990875	8.786998	200.0	200.0	589999	6.6812453	70.534584	777.7085	-1003.26306	6.682683	70.52799	804.4141	-1052.5267	-1.314757	2.0601883	29.28629	-13.583427	-6.456217	58.30162	8058.437416315079
60	17.237486	7.9308167	38.85414	8.265908	26.22894	11.991598	39.24795	8.552125	200.0	200.0	599999	5.9414263	71.22776	811.2058	-945.97784	5.943042	71.225006	790.8141	-949.6961	-1.3378437	2.020043	28.85598	-12.412244	-5.7318635	54.804924	8191.171003818512
61	15.797408	8.39643	65.52062	8.543308	14.689554	11.23164	47.563156	8.318513	200.0	200.0	609999	6.6407905	71.608284	765.6146	-942.99286	6.641554	71.59959	764.37897	-1003.9646	-1.334526	2.025905	30.648804	-13.103355	-6.45936	52.924873	8329.56425833702
62	21.163147	12.453552	60.20994	7.9940386	11.981879	4.3711877	17.073141	6.83695	200.0	200.0	619999	8.891698	70.72861	741.14813	-869.37946	8.891222	70.71775	727.8851	-897.7968	-1.3132452	2.0132418	32.361275	-13.16567	-8.735445	53.355167	8463.607126235962
63	19.628548	12.70298	87.05819	7.6795816	10.238055	1.6547977	13.918912	8.574859	200.0	200.0	629999	10.973613	70.36017	709.832	-864.73694	10.973848	70.353905	719.6152	-868.5852	-1.3050067	1.9883372	31.61337	-12.4320755	-10.841189	51.007267	8597.18854880333
64	23.426132	20.088976	145.63141	6.992185	23.152958	18.78403	58.81306	9.977012	200.0	200.0	639999	13.360106	68.59358	732.47736	-844.43585	13.361671	68.58648	700.0728	-906.86365	-1.3272557	2.0090342	24.445396	-12.594216	-13.2439785	52.5695	8731.728740215302
65	20.741493	20.403753	150.4337	7.9415083	17.706745	9.624094	35.476025	9.378086	200.0	200.0	649999	15.383738	66.89317	749.01447	-867.3309	15.383584	66.89162	751.4654	-861.71375	-1.3448597	1.966589	26.536364	-13.78475	-15.264275	51.019966	8872.407219648361
66	20.073772	18.631195	131.82031	8.320929	19.249308	9.784851	38.220467	10.352676	200.0	200.0	659999	16.702715	65.98477	726.4386	-866.0266	16.705261	65.97777	745.7401	-876.8402	-1.347036	1.9965763	26.798044	-12.430913	-16.608793	49.789246	9009.856653690338
67	16.649755	7.911004	35.62902	6.929376	15.72012	11.569411	39.783676	8.392522	200.0	200.0	669999	16.647799	66.15256	779.2891	-900.539	16.648163	66.139626	778.56055	-933.5017	-1.3532766	1.9832565	27.286972	-11.171767	-16.542429	50.585476	9144.570722818375
68	17.417505	11.113324	73.05253	5.7599177	13.43059	1.7496704	15.313624	10.505095	200.0	200.0	679999	17.094406	66.56831	777.2301	-873.69794	17.095634	66.557396	773.2471	-894.06305	-1.3597927	1.9724381	23.668657	-11.395552	-16.984797	50.370304	9281.23479604721
69	18.502811	8.084769	42.05511	8.580679	32.656597	22.25464	64.76713	8.699394	200.0	200.0	689999	17.64035	67.79752	799.89777	-848.1174	17.640972	67.78705	770.44617	-857.71844	-1.3559775	1.9724542	28.189333	-15.045113	-17.510859	51.75457	9413.38637137413
70	16.377394	7.207635	41.49227	8.95708	13.84243	9.689326	42.718567	9.071495	200.0	200.0	699999	17.176931	67.9245	757.5329	-844.2818	17.17829	67.9105	748.2896	-902.4814	-1.3726075	1.9278507	21.908676	-12.079538	-17.04096	48.512463	9549.827834129333
71	16.39998	7.6738296	56.708015	8.0669985	15.269338	6.20611	33.525978	10.170635	200.0	200.0	709999	16.581757	67.31107	760.34344	-873.44727	16.582544	67.30732	754.70605	-864.5275	-1.4040171	1.9390162	26.402065	-11.526931	-16.431429	49.776756	9686.881963968277
72	22.038063	46.70756	345.88803	7.7777586	20.691833	13.887795	41.778606	9.305467	200.0	200.0	719999	16.0458	66.79967	852.36993	-853.42114	16.047049	66.79201	859.59143	-872.6816	-1.3890413	1.9612266	24.351727	-13.899672	-15.925897	54.071358	9822.9787068367
73	17.53808	8.450403	48.40051	7.9634376	11.088396	1.7561318	14.072398	8.807246	200.0	200.0	729999	15.264813	66.680954	830.0671	-872.51184	15.264608	66.67177	855.67413	-866.7038	-1.451222	1.9001439	25.826471	-11.952744	-15.112506	51.427914	9955.669463634491
74	14.864231	5.242061	30.347282	8.102849	12.055777	2.6478887	16.470743	7.7902756	200.0	200.0	739999	15.189049	65.764175	788.3634	-871.8764	15.189621	65.74558	807.23	-855.6541	-1.4536157	1.9311235	26.366417	-11.847379	-15.062969	49.750244	10097.954871416092
75	14.80623	6.565833	34.804153	7.4033337	9.351873	2.990094	12.742799	5.6266418	200.0	200.0	749999	15.565891	65.471054	869.5666	-844.9825	15.568507	65.454666	861.2724	-829.16656	-1.4467386	1.929895	26.194641	-11.637499	-15.4524145	51.485718	10233.552693605423
76	14.667193	5.485205	34.172043	7.5825458	12.278049	1.4253731	13.01206	8.060961	200.0	200.0	759999	16.0461	66.735085	1002.8179	-864.75946	16.046692	66.71982	979.5693	-846.2838	-1.4346999	2.0495248	30.335386	-10.41682	-15.9218645	54.91047	10369.78938794136
77	16.209396	5.9829235	32.13513	7.969362	18.81635	10.20355	49.41026	14.995648	200.0	200.0	769999	15.909089	67.145294	938.14844	-852.04016	15.911566	67.14108	931.993	-846.59143	-1.285305	2.25748	27.148897	-13.494457	-15.780272	55.89044	10501.066141605377
78	47.684845	210.65921	1512.1528	6.9802914	10.860441	2.0380821	13.937844	8.278515	200.0	200.0	779999	16.544483	67.481224	815.74066	-854.6242	16.545721	67.47306	854.44037	-864.2506	-1.3606248	2.0898705	29.384027	-12.051068	-16.425365	55.31289	10635.589728832245
79	17.825993	20.650845	156.47783	8.001559	10.160794	0.31360343	10.463224	9.692293	200.0	200.0	789999	18.096537	68.23207	830.2238	-938.8068	18.09672	68.22629	830.5401	-893.40936	-1.3401245	2.0726159	29.345432	-13.414626	-18.032654	55.941807	10770.768295288086
80	16.73783	7.4667993	41.72361	7.0139694	14.298197	3.961995	21.499899	9.35488	200.0	200.0	799999	18.683598	67.815056	882.38495	-892.84106	18.684765	67.80231	902.7945	-913.2975	-1.4096066	1.9714566	25.34617	-11.665657	-18.586166	55.171024	10909.831033945084
81	16.636805	13.439044	102.54295	6.955771	9.865239	2.0550003	12.359625	6.4226894	200.0	200.0	809999	19.02424	67.07826	843.7945	-911.1041	19.024652	67.07094	841.70654	-906.6681	-1.3314078	2.1247911	29.301027	-13.049526	-18.952354	50.82174	11047.636572122574
82	16.849953	7.5374293	48.753033	9.252318	13.658427	2.8811245	18.62158	9.82764	200.0	200.0	819999	19.0766	66.33096	827.3727	-904.72723	19.076574	66.32425	810.0417	-933.7786	-1.3991277	2.0230634	32.134014	-13.151976	-18.993298	47.8042	11186.141671419144
83	16.008312	8.708885	43.987553	5.3710327	17.223003	8.050909	38.019314	10.83825	200.0	200.0	829999	19.221207	66.4827	1159.1415	-921.89026	19.223993	66.46925	1178.6099	-909.07196	-1.4446471	1.9544506	32.99132	-10.990263	-19.151876	53.26878	11321.005671262741
84	15.63085	5.4569116	32.705593	6.6451488	14.201849	2.1724055	17.64709	11.29401	200.0	200.0	839999	19.172447	65.50228	1165.6793	-895.9663	19.17286	65.48694	1148.0791	-898.43866	-1.4582665	1.9511659	27.731163	-11.708934	-19.121895	49.70755	11451.800351142883
85	42.6394	173.3159	1254.9427	8.91476	11.717927	4.0248966	22.27894	8.583458	200.0	200.0	849999	19.118664	63.858162	1074.2806	-893.93866	19.119656	63.8563	1049.3905	-904.7075	-1.4611757	1.9048121	27.889238	-12.729607	-19.072197	49.002495	11587.172458171844
86	17.392115	9.178882	45.927647	6.989383	18.15559	4.3704276	26.157837	14.9661665	200.0	200.0	859999	20.104326	62.561382	1283.7821	-916.44495	20.103151	62.551914	1258.1433	-921.0567	-1.4432815	1.9665936	32.08007	-12.155914	-20.063461	46.01668	11724.367018699646
87	28.16196	64.33384	474.90875	8.992414	20.798346	13.734109	40.105198	8.955004	200.0	200.0	869999	20.284424	61.09172	1178.6293	-917.7732	20.285254	61.079746	1203.0944	-896.4336	-1.4911397	1.9313145	24.055023	-11.556081	-20.235703	44.24252	11864.093859434128
88	18.321095	7.9533563	46.58387	7.691518	22.005741	10.630622	43.250866	13.836217	200.0	200.0	879999	20.108456	60.892944	1048.1442	-908.2773	20.109163	60.885284	1080.2601	-917.58295	-1.536502	1.8516939	26.37394	-11.990303	-20.050726	41.009346	12000.633219718933
89	16.486946	7.3726397	38.058895	6.5743756	15.404714	6.0284805	31.07513	11.419521	200.0	200.0	889999	20.402287	60.63142	755.0335	-951.4969	20.401428	60.620594	752.9339	-954.3478	-1.518457	1.8757746	21.600178	-12.203633	-20.358488	39.400757	12133.447939395905
90	17.37315	6.8892775	34.68203	2.6395915	9.231264	2.1339839	13.239786	7.4417834	200.0	200.0	899999	20.534435	61.801464	617.6567	-933.5418	20.53437	61.79826	621.5954	-981.3538	-1.576358	1.8457072	25.360159	-10.89905	-20.503521	40.556526	12267.955688714981
91	18.717146	8.3894825	54.790745	9.233952	10.971086	3.013588	14.637906	7.2480016	200.0	200.0	909999	21.447098	60.450817	625.44305	-908.78534	21.447083	60.445904	637.3574	-871.8451	-1.5371023	1.8486769	25.392467	-12.492666	-21.42036	40.24348	12408.907586336136
92	16.383675	6.8463755	35.172977	7.3432198	9.625642	1.5440445	12.834502	7.320577	200.0	200.0	919999	21.616524	59.050213	596.2313	-878.6593	21.617199	59.051323	601.81665	-869.5881	-1.5630437	1.8431765	24.947216	-11.147986	-21.588428	37.378674	12544.603454113007
93	14.403614	5.7544646	31.43322	6.289571	9.732001	1.2298634	11.934613	7.652289	200.0	200.0	929999	21.818438	57.70193	561.12506	-875.2776	21.817638	57.70094	582.7962	-858.7596	-1.6039194	1.8035393	24.275713	-12.057222	-21.816658	34.94277	12682.024916172028
